route_id,hub_id,driver_id,vehicle_id,service_date,stop_count,exceptions_count,status
RTE-IND-20251230-001,HUB-IND,DRV-01042,VEH-0017,2025-12-30,42,0,completed
RTE-IND-20250916-001,HUB-IND,DRV-01188,VEH-0010,2025-09-16,42,0,completed
RTE-CIN-20250815-002,HUB-CIN,DRV-01041,VEH-0020,2025-08-15,32,0,completed
RTE-CIN-20251105-002,HUB-CIN,DRV-01023,VEH-0020,2025-11-05,22,6,partial
RTE-DET-20250630-004,HUB-DET,DRV-01037,VEH-0029,2025-06-30,51,0,completed
RTE-CMH-20250929-002,HUB-CMH,DRV-01039,VEH-0028,2025-09-29,48,0,completed
RTE-CHI-20250918-002,HUB-CHI,DRV-01047,VEH-0006,2025-09-18,18,0,completed
RTE-CIN-20250206-001,HUB-CIN,DRV-01034,VEH-0027,2025-02-06,45,0,completed
RTE-CIN-20251120-001,HUB-CIN,DRV-01038,VEH-0027,2025-11-20,36,0,completed
RTE-DET-20250110-002,HUB-DET,DRV-01021,VEH-0024,2025-01-10,44,3,partial
RTE-CHI-20250102-002,HUB-CHI,DRV-01011,VEH-0040,2025-01-02,24,0,completed
RTE-CIN-20251124-003,HUB-CIN,DRV-01027,VEH-0025,2025-11-24,51,0,completed
RTE-CMH-20250618-001,HUB-CMH,DRV-01043,VEH-0038,2025-06-18,20,0,completed
RTE-CMH-20251206-001,HUB-CMH,DRV-01015,VEH-0031,2025-12-06,55,0,completed
RTE-IND-20250825-001,HUB-IND,DRV-01032,VEH-0016,2025-08-25,19,0,completed
RTE-CIN-20250513-002,HUB-CIN,DRV-01023,VEH-0026,2025-05-13,49,0,completed
RTE-CMH-20250327-002,HUB-CMH,DRV-01010,VEH-0021,2025-03-27,58,0,completed
RTE-CHI-20250902-004,HUB-CHI,DRV-01007,VEH-0040,2025-09-02,23,0,completed
RTE-CIN-20251201-004,HUB-CIN,DRV-01041,VEH-0032,2025-12-01,18,2,completed
RTE-DET-20250411-001,HUB-DET,DRV-01022,VEH-0022,2025-04-11,57,0,completed
RTE-CIN-20250722-002,HUB-CIN,DRV-01038,VEH-0025,2025-07-22,26,0,completed
RTE-DET-20250212-002,HUB-DET,DRV-01022,VEH-0029,2025-02-12,35,0,completed
RTE-DET-20250115-004,HUB-DET,DRV-01046,VEH-0030,2025-01-15,32,0,completed
RTE-IND-20250815-002,HUB-IND,DRV-01045,VEH-0010,2025-08-15,26,0,completed
RTE-CMH-20251229-001,HUB-CMH,DRV-01030,VEH-0012,2025-12-29,24,0,completed
RTE-CMH-20250409-003,HUB-CMH,DRV-01039,VEH-0001,2025-04-09,22,0,completed
RTE-CIN-20250210-001,HUB-CIN,DRV-01019,VEH-0020,2025-02-10,23,0,completed
RTE-CMH-20251019-001,HUB-CMH,DRV-01044,VEH-0033,2025-10-19,36,3,completed
RTE-IND-20250713-001,HUB-IND,DRV-01032,VEH-0008,2025-07-13,53,0,completed
RTE-DET-20250723-003,HUB-DET,DRV-01014,VEH-0022,2025-07-23,26,0,completed
RTE-DET-20250603-001,HUB-DET,DRV-01046,VEH-0024,2025-06-03,35,0,completed
RTE-DET-20250120-001,HUB-DET,DRV-01004,VEH-0029,2025-01-20,21,0,completed
RTE-CHI-20251126-002,HUB-CHI,DRV-01047,VEH-0040,2025-11-26,51,0,completed
RTE-CHI-20251113-002,HUB-CHI,DRV-01007,VEH-0014,2025-11-13,25,0,completed
RTE-CMH-20250121-002,HUB-CMH,DRV-01028,VEH-0007,2025-01-21,56,6,partial
RTE-CIN-20251114-003,HUB-CIN,DRV-01041,VEH-0018,2025-11-14,64,1,completed
RTE-DET-20250626-002,HUB-DET,DRV-01021,VEH-0029,2025-06-26,58,0,completed
RTE-IND-20250808-004,HUB-IND,DRV-01042,VEH-0013,2025-08-08,41,0,completed
RTE-CHI-20250111-001,HUB-CHI,DRV-01035,VEH-0040,2025-01-11,64,0,completed
RTE-IND-20251029-002,HUB-IND,DRV-01188,VEH-0016,2025-10-29,23,0,completed
RTE-CIN-20250111-002,HUB-CIN,DRV-01041,VEH-0027,2025-01-11,55,0,completed
RTE-DET-20250422-002,HUB-DET,DRV-01037,VEH-0024,2025-04-22,52,0,completed
RTE-IND-20250725-003,HUB-IND,DRV-01031,VEH-0009,2025-07-25,20,0,completed
RTE-IND-20250528-001,HUB-IND,DRV-01032,VEH-0009,2025-05-28,34,0,completed
RTE-IND-20250113-003,HUB-IND,DRV-01031,VEH-0008,2025-01-13,47,0,completed
RTE-CMH-20250102-005,HUB-CMH,DRV-01010,VEH-0031,2025-01-02,47,0,completed
RTE-DET-20250515-001,HUB-DET,DRV-01021,VEH-0022,2025-05-15,63,0,completed
RTE-IND-20250811-001,HUB-IND,DRV-01024,VEH-0013,2025-08-11,31,0,completed
RTE-CMH-20250624-001,HUB-CMH,DRV-01009,VEH-0033,2025-06-24,27,0,completed
RTE-CHI-20251121-002,HUB-CHI,DRV-01005,VEH-0006,2025-11-21,40,0,completed
RTE-DET-20250331-003,HUB-DET,DRV-01014,VEH-0022,2025-03-31,19,0,completed
RTE-IND-20250128-002,HUB-IND,DRV-01006,VEH-0016,2025-01-28,62,0,completed
RTE-CMH-20250808-004,HUB-CMH,DRV-01009,VEH-0007,2025-08-08,41,0,completed
RTE-IND-20250604-002,HUB-IND,DRV-01032,VEH-0008,2025-06-04,43,0,completed
RTE-DET-20251215-003,HUB-DET,DRV-01022,VEH-0022,2025-12-15,23,4,partial
RTE-CIN-20250101-002,HUB-CIN,DRV-01029,VEH-0018,2025-01-01,60,0,completed
RTE-DET-20250801-004,HUB-DET,DRV-01014,VEH-0024,2025-08-01,26,1,partial
RTE-CHI-20250905-002,HUB-CHI,DRV-01047,VEH-0004,2025-09-05,22,1,partial
RTE-DET-20251001-001,HUB-DET,DRV-01037,VEH-0029,2025-10-01,35,0,completed
RTE-IND-20250831-001,HUB-IND,DRV-01033,VEH-0013,2025-08-31,53,0,completed
RTE-DET-20250409-002,HUB-DET,DRV-01021,VEH-0022,2025-04-09,39,0,completed
RTE-CIN-20250714-001,HUB-CIN,DRV-01034,VEH-0036,2025-07-14,54,0,completed
RTE-DET-20250909-001,HUB-DET,DRV-01014,VEH-0030,2025-09-09,41,3,partial
RTE-CHI-20250324-003,HUB-CHI,DRV-01047,VEH-0002,2025-03-24,24,0,completed
RTE-CIN-20250109-001,HUB-CIN,DRV-01025,VEH-0032,2025-01-09,59,0,completed
RTE-CMH-20251127-004,HUB-CMH,DRV-01016,VEH-0003,2025-11-27,57,0,completed
RTE-CHI-20250714-003,HUB-CHI,DRV-01011,VEH-0006,2025-07-14,21,0,completed
RTE-CHI-20250907-002,HUB-CHI,DRV-01020,VEH-0037,2025-09-07,22,0,completed
RTE-CIN-20251125-003,HUB-CIN,DRV-01041,VEH-0025,2025-11-25,61,0,completed
RTE-CHI-20250428-001,HUB-CHI,DRV-01048,VEH-0014,2025-04-28,23,0,completed
RTE-CIN-20251216-002,HUB-CIN,DRV-01038,VEH-0036,2025-12-16,19,0,completed
RTE-CIN-20251008-005,HUB-CIN,DRV-01003,VEH-0025,2025-10-08,64,0,completed
RTE-DET-20250729-003,HUB-DET,DRV-01004,VEH-0022,2025-07-29,19,0,completed
RTE-CIN-20251022-003,HUB-CIN,DRV-01002,VEH-0025,2025-10-22,23,0,completed
RTE-IND-20250421-001,HUB-IND,DRV-01032,VEH-0010,2025-04-21,54,0,completed
RTE-IND-20250508-001,HUB-IND,DRV-01045,VEH-0016,2025-05-08,21,0,completed
RTE-DET-20250925-003,HUB-DET,DRV-01022,VEH-0030,2025-09-25,58,0,completed
RTE-IND-20250508-002,HUB-IND,DRV-01188,VEH-0009,2025-05-08,36,0,completed
RTE-CMH-20250514-003,HUB-CMH,DRV-01040,VEH-0031,2025-05-14,47,0,completed
RTE-CIN-20250218-001,HUB-CIN,DRV-01027,VEH-0032,2025-02-18,36,5,partial
RTE-CHI-20251105-002,HUB-CHI,DRV-01011,VEH-0037,2025-11-05,51,3,completed
RTE-CIN-20250113-001,HUB-CIN,DRV-01041,VEH-0032,2025-01-13,29,0,completed
RTE-CHI-20251211-004,HUB-CHI,DRV-01048,VEH-0002,2025-12-11,53,3,completed
RTE-DET-20250321-002,HUB-DET,DRV-01014,VEH-0029,2025-03-21,48,0,completed
RTE-CMH-20250425-002,HUB-CMH,DRV-01044,VEH-0007,2025-04-25,39,0,completed
RTE-DET-20251014-002,HUB-DET,DRV-01022,VEH-0029,2025-10-14,32,0,completed
RTE-CMH-20250512-003,HUB-CMH,DRV-01036,VEH-0033,2025-05-12,65,0,completed
RTE-DET-20250828-002,HUB-DET,DRV-01021,VEH-0022,2025-08-28,26,0,completed
RTE-CMH-20250619-002,HUB-CMH,DRV-01018,VEH-0007,2025-06-19,22,0,completed
RTE-DET-20250206-003,HUB-DET,DRV-01004,VEH-0022,2025-02-06,41,0,completed
RTE-IND-20250602-001,HUB-IND,DRV-01033,VEH-0017,2025-06-02,47,3,partial
RTE-DET-20250701-003,HUB-DET,DRV-01021,VEH-0024,2025-07-01,63,0,completed
RTE-DET-20250123-001,HUB-DET,DRV-01022,VEH-0029,2025-01-23,37,0,completed
RTE-IND-20250923-002,HUB-IND,DRV-01024,VEH-0009,2025-09-23,52,0,completed
RTE-CMH-20250812-001,HUB-CMH,DRV-01028,VEH-0038,2025-08-12,33,0,completed
RTE-IND-20251107-002,HUB-IND,DRV-01031,VEH-0017,2025-11-07,26,0,completed
RTE-CMH-20250718-003,HUB-CMH,DRV-01039,VEH-0012,2025-07-18,41,0,completed
RTE-IND-20250806-001,HUB-IND,DRV-01033,VEH-0013,2025-08-06,24,0,completed
RTE-CMH-20250220-001,HUB-CMH,DRV-01039,VEH-0003,2025-02-20,20,0,completed
RTE-DET-20250530-002,HUB-DET,DRV-01014,VEH-0030,2025-05-30,59,0,completed
RTE-CHI-20250210-002,HUB-CHI,DRV-01048,VEH-0006,2025-02-10,38,0,completed
RTE-CMH-20251230-003,HUB-CMH,DRV-01039,VEH-0003,2025-12-30,26,0,completed
RTE-CHI-20250207-002,HUB-CHI,DRV-01047,VEH-0040,2025-02-07,62,3,completed
RTE-CHI-20250914-001,HUB-CHI,DRV-01005,VEH-0004,2025-09-14,61,0,completed
RTE-DET-20250519-002,HUB-DET,DRV-01037,VEH-0024,2025-05-19,18,0,completed
RTE-CHI-20250102-003,HUB-CHI,DRV-01005,VEH-0005,2025-01-02,28,0,completed
RTE-DET-20250123-002,HUB-DET,DRV-01021,VEH-0011,2025-01-23,56,0,completed
RTE-CIN-20251222-001,HUB-CIN,DRV-01019,VEH-0026,2025-12-22,44,2,partial
RTE-IND-20251124-001,HUB-IND,DRV-01188,VEH-0009,2025-11-24,51,2,completed
RTE-IND-20250717-004,HUB-IND,DRV-01045,VEH-0009,2025-07-17,44,1,completed
RTE-CMH-20250114-001,HUB-CMH,DRV-01044,VEH-0038,2025-01-14,53,0,completed
RTE-CMH-20250101-002,HUB-CMH,DRV-01016,VEH-0012,2025-01-01,47,0,completed
RTE-DET-20251007-004,HUB-DET,DRV-01037,VEH-0029,2025-10-07,58,0,completed
RTE-CHI-20251202-003,HUB-CHI,DRV-01005,VEH-0006,2025-12-02,18,0,completed
RTE-CIN-20250201-001,HUB-CIN,DRV-01003,VEH-0036,2025-02-01,45,0,completed
RTE-CHI-20250329-001,HUB-CHI,DRV-01047,VEH-0037,2025-03-29,59,0,completed
RTE-IND-20250227-001,HUB-IND,DRV-01033,VEH-0008,2025-02-27,40,0,completed
RTE-CMH-20251223-004,HUB-CMH,DRV-01036,VEH-0038,2025-12-23,21,0,completed
RTE-DET-20251214-002,HUB-DET,DRV-01046,VEH-0022,2025-12-14,57,0,completed
RTE-CIN-20251222-002,HUB-CIN,DRV-01023,VEH-0036,2025-12-22,27,0,completed
RTE-CHI-20250729-005,HUB-CHI,DRV-01020,VEH-0006,2025-07-29,37,0,completed
RTE-CHI-20251227-001,HUB-CHI,DRV-01048,VEH-0040,2025-12-27,59,0,completed
RTE-IND-20251112-003,HUB-IND,DRV-01042,VEH-0016,2025-11-12,23,2,partial
RTE-CHI-20250428-002,HUB-CHI,DRV-01020,VEH-0019,2025-04-28,51,0,completed
RTE-CHI-20250822-002,HUB-CHI,DRV-01048,VEH-0006,2025-08-22,34,0,completed
RTE-CIN-20250421-002,HUB-CIN,DRV-01034,VEH-0018,2025-04-21,45,3,completed
RTE-CIN-20250614-002,HUB-CIN,DRV-01027,VEH-0025,2025-06-14,31,3,completed
RTE-CMH-20250729-002,HUB-CMH,DRV-01015,VEH-0001,2025-07-29,61,0,completed
RTE-DET-20250808-004,HUB-DET,DRV-01037,VEH-0024,2025-08-08,58,0,completed
RTE-CIN-20250826-001,HUB-CIN,DRV-01029,VEH-0027,2025-08-26,61,0,completed
RTE-IND-20250219-002,HUB-IND,DRV-01042,VEH-0023,2025-02-19,34,0,completed
RTE-CMH-20250211-001,HUB-CMH,DRV-01030,VEH-0003,2025-02-11,48,0,completed
RTE-IND-20250922-001,HUB-IND,DRV-01188,VEH-0010,2025-09-22,55,0,completed
RTE-CIN-20250123-002,HUB-CIN,DRV-01008,VEH-0026,2025-01-23,29,0,completed
RTE-DET-20250922-001,HUB-DET,DRV-01021,VEH-0030,2025-09-22,19,0,completed
RTE-CHI-20250910-001,HUB-CHI,DRV-01005,VEH-0002,2025-09-10,53,0,completed
RTE-IND-20250912-002,HUB-IND,DRV-01032,VEH-0023,2025-09-12,60,0,completed
RTE-CHI-20251218-003,HUB-CHI,DRV-01011,VEH-0019,2025-12-18,40,0,completed
RTE-IND-20251224-001,HUB-IND,DRV-01045,VEH-0016,2025-12-24,19,0,completed
RTE-IND-20251008-003,HUB-IND,DRV-01045,VEH-0023,2025-10-08,56,0,completed
RTE-CMH-20250101-003,HUB-CMH,DRV-01016,VEH-0038,2025-01-01,25,2,completed
RTE-IND-20250320-003,HUB-IND,DRV-01031,VEH-0010,2025-03-20,57,0,completed
RTE-IND-20251216-004,HUB-IND,DRV-01188,VEH-0017,2025-12-16,20,3,completed
RTE-IND-20250313-003,HUB-IND,DRV-01033,VEH-0023,2025-03-13,45,2,partial
RTE-CIN-20250323-001,HUB-CIN,DRV-01027,VEH-0026,2025-03-23,36,0,completed
RTE-CMH-20250505-003,HUB-CMH,DRV-01039,VEH-0038,2025-05-05,31,0,completed
RTE-CMH-20251105-001,HUB-CMH,DRV-01036,VEH-0003,2025-11-05,61,6,partial
RTE-DET-20251125-003,HUB-DET,DRV-01021,VEH-0011,2025-11-25,50,3,partial
RTE-CMH-20250310-002,HUB-CMH,DRV-01039,VEH-0007,2025-03-10,28,0,completed
RTE-CIN-20250611-002,HUB-CIN,DRV-01027,VEH-0025,2025-06-11,47,0,completed
RTE-CHI-20250810-003,HUB-CHI,DRV-01048,VEH-0040,2025-08-10,42,0,completed
RTE-IND-20250819-001,HUB-IND,DRV-01042,VEH-0010,2025-08-19,26,0,completed
RTE-CIN-20250731-002,HUB-CIN,DRV-01025,VEH-0026,2025-07-31,52,0,completed
RTE-DET-20250807-002,HUB-DET,DRV-01021,VEH-0030,2025-08-07,48,0,completed
RTE-DET-20251203-001,HUB-DET,DRV-01021,VEH-0030,2025-12-03,48,1,completed
RTE-IND-20250331-004,HUB-IND,DRV-01042,VEH-0010,2025-03-31,43,0,completed
RTE-CHI-20250624-002,HUB-CHI,DRV-01012,VEH-0014,2025-06-24,46,0,completed
RTE-CIN-20250516-004,HUB-CIN,DRV-01023,VEH-0025,2025-05-16,47,1,partial
RTE-IND-20250609-003,HUB-IND,DRV-01006,VEH-0010,2025-06-09,60,0,completed
RTE-DET-20250419-001,HUB-DET,DRV-01004,VEH-0029,2025-04-19,56,0,completed
RTE-CIN-20250203-002,HUB-CIN,DRV-01003,VEH-0027,2025-02-03,43,0,completed
RTE-IND-20250814-002,HUB-IND,DRV-01042,VEH-0010,2025-08-14,54,0,completed
RTE-CIN-20250402-003,HUB-CIN,DRV-01029,VEH-0018,2025-04-02,60,0,completed
RTE-CHI-20251128-001,HUB-CHI,DRV-01017,VEH-0004,2025-11-28,57,0,completed
RTE-DET-20250824-001,HUB-DET,DRV-01046,VEH-0011,2025-08-24,23,0,completed
RTE-DET-20250225-001,HUB-DET,DRV-01022,VEH-0029,2025-02-25,36,0,completed
RTE-DET-20250410-002,HUB-DET,DRV-01004,VEH-0024,2025-04-10,52,0,completed
RTE-CIN-20250102-003,HUB-CIN,DRV-01029,VEH-0025,2025-01-02,56,1,partial
RTE-DET-20250425-002,HUB-DET,DRV-01037,VEH-0024,2025-04-25,48,0,completed
RTE-CHI-20251106-004,HUB-CHI,DRV-01017,VEH-0040,2025-11-06,42,0,completed
RTE-CIN-20250922-002,HUB-CIN,DRV-01034,VEH-0020,2025-09-22,63,0,completed
RTE-DET-20250211-004,HUB-DET,DRV-01046,VEH-0011,2025-02-11,62,0,completed
RTE-CIN-20250611-003,HUB-CIN,DRV-01038,VEH-0018,2025-06-11,52,0,completed
RTE-CIN-20250211-001,HUB-CIN,DRV-01026,VEH-0032,2025-02-11,38,1,partial
RTE-CMH-20250817-001,HUB-CMH,DRV-01039,VEH-0001,2025-08-17,38,0,completed
RTE-CHI-20250203-002,HUB-CHI,DRV-01035,VEH-0002,2025-02-03,41,4,partial
RTE-CIN-20250313-002,HUB-CIN,DRV-01023,VEH-0025,2025-03-13,57,0,completed
RTE-DET-20250815-003,HUB-DET,DRV-01037,VEH-0024,2025-08-15,41,0,completed
RTE-CHI-20250218-002,HUB-CHI,DRV-01035,VEH-0004,2025-02-18,32,5,partial
RTE-CMH-20250418-002,HUB-CMH,DRV-01043,VEH-0038,2025-04-18,62,0,completed
RTE-IND-20250501-004,HUB-IND,DRV-01042,VEH-0016,2025-05-01,63,0,completed
RTE-IND-20250401-001,HUB-IND,DRV-01006,VEH-0017,2025-04-01,29,0,completed
RTE-DET-20250613-004,HUB-DET,DRV-01004,VEH-0011,2025-06-13,42,0,completed
RTE-DET-20251225-002,HUB-DET,DRV-01021,VEH-0022,2025-12-25,39,3,completed
RTE-CHI-20250921-001,HUB-CHI,DRV-01011,VEH-0040,2025-09-21,62,1,completed
RTE-CMH-20250512-004,HUB-CMH,DRV-01010,VEH-0038,2025-05-12,65,2,completed
RTE-DET-20251120-001,HUB-DET,DRV-01022,VEH-0022,2025-11-20,36,2,completed
RTE-CMH-20250801-004,HUB-CMH,DRV-01010,VEH-0031,2025-08-01,31,0,completed
RTE-DET-20250707-002,HUB-DET,DRV-01021,VEH-0011,2025-07-07,63,0,completed
RTE-CIN-20250402-004,HUB-CIN,DRV-01029,VEH-0032,2025-04-02,49,1,completed
RTE-IND-20250218-004,HUB-IND,DRV-01024,VEH-0010,2025-02-18,61,0,completed
RTE-CMH-20250427-001,HUB-CMH,DRV-01028,VEH-0007,2025-04-27,59,0,completed
RTE-CIN-20250715-002,HUB-CIN,DRV-01025,VEH-0018,2025-07-15,34,0,completed
RTE-IND-20251204-004,HUB-IND,DRV-01042,VEH-0009,2025-12-04,42,2,partial
RTE-IND-20250506-001,HUB-IND,DRV-01033,VEH-0017,2025-05-06,48,0,completed
RTE-IND-20250328-004,HUB-IND,DRV-01006,VEH-0010,2025-03-28,64,0,completed
RTE-CMH-20250502-002,HUB-CMH,DRV-01043,VEH-0031,2025-05-02,22,0,completed
RTE-IND-20250103-002,HUB-IND,DRV-01042,VEH-0017,2025-01-03,51,0,completed
RTE-DET-20250311-001,HUB-DET,DRV-01021,VEH-0022,2025-03-11,30,0,completed
RTE-DET-20250917-001,HUB-DET,DRV-01004,VEH-0024,2025-09-17,44,0,completed
RTE-DET-20250703-001,HUB-DET,DRV-01014,VEH-0030,2025-07-03,41,0,completed
RTE-CIN-20250320-002,HUB-CIN,DRV-01023,VEH-0020,2025-03-20,57,0,completed
RTE-IND-20250813-002,HUB-IND,DRV-01045,VEH-0016,2025-08-13,53,2,partial
RTE-CHI-20250908-002,HUB-CHI,DRV-01012,VEH-0002,2025-09-08,47,0,completed
RTE-DET-20250306-003,HUB-DET,DRV-01046,VEH-0029,2025-03-06,18,0,completed
RTE-CMH-20250528-003,HUB-CMH,DRV-01015,VEH-0021,2025-05-28,47,0,completed
RTE-CMH-20250709-004,HUB-CMH,DRV-01009,VEH-0033,2025-07-09,38,2,partial
RTE-CMH-20251110-002,HUB-CMH,DRV-01039,VEH-0031,2025-11-10,38,0,completed
RTE-CIN-20250723-003,HUB-CIN,DRV-01027,VEH-0036,2025-07-23,65,0,completed
RTE-CHI-20250310-001,HUB-CHI,DRV-01012,VEH-0005,2025-03-10,36,0,completed
RTE-DET-20250223-002,HUB-DET,DRV-01037,VEH-0029,2025-02-23,24,0,completed
RTE-DET-20250507-003,HUB-DET,DRV-01014,VEH-0024,2025-05-07,55,3,partial
RTE-CHI-20250216-001,HUB-CHI,DRV-01005,VEH-0005,2025-02-16,53,0,completed
RTE-CHI-20250310-002,HUB-CHI,DRV-01012,VEH-0005,2025-03-10,53,0,completed
RTE-IND-20250303-001,HUB-IND,DRV-01006,VEH-0017,2025-03-03,26,0,completed
RTE-IND-20250618-001,HUB-IND,DRV-01031,VEH-0009,2025-06-18,34,0,completed
RTE-CHI-20250321-002,HUB-CHI,DRV-01017,VEH-0006,2025-03-21,19,0,completed
RTE-CMH-20251226-002,HUB-CMH,DRV-01001,VEH-0001,2025-12-26,24,4,partial
RTE-CHI-20251106-005,HUB-CHI,DRV-01048,VEH-0005,2025-11-06,34,0,completed
RTE-CMH-20250620-005,HUB-CMH,DRV-01039,VEH-0033,2025-06-20,54,1,completed
RTE-CIN-20250324-001,HUB-CIN,DRV-01025,VEH-0026,2025-03-24,25,0,completed
RTE-CHI-20250906-001,HUB-CHI,DRV-01017,VEH-0014,2025-09-06,44,0,completed
RTE-CIN-20251003-001,HUB-CIN,DRV-01027,VEH-0026,2025-10-03,55,0,completed
RTE-DET-20250421-003,HUB-DET,DRV-01004,VEH-0024,2025-04-21,18,0,completed
RTE-DET-20250101-003,HUB-DET,DRV-01004,VEH-0030,2025-01-01,21,0,completed
RTE-DET-20250502-002,HUB-DET,DRV-01004,VEH-0022,2025-05-02,49,0,completed
RTE-IND-20250304-002,HUB-IND,DRV-01045,VEH-0013,2025-03-04,64,0,completed
RTE-DET-20250205-003,HUB-DET,DRV-01046,VEH-0022,2025-02-05,45,2,completed
RTE-CIN-20251103-004,HUB-CIN,DRV-01034,VEH-0026,2025-11-03,63,0,completed
RTE-CHI-20250821-001,HUB-CHI,DRV-01048,VEH-0005,2025-08-21,62,0,completed
RTE-CHI-20250915-003,HUB-CHI,DRV-01007,VEH-0014,2025-09-15,45,0,completed
RTE-CIN-20250324-002,HUB-CIN,DRV-01019,VEH-0020,2025-03-24,51,0,completed
RTE-CHI-20250212-004,HUB-CHI,DRV-01048,VEH-0019,2025-02-12,29,0,completed
RTE-IND-20250422-002,HUB-IND,DRV-01006,VEH-0013,2025-04-22,27,0,completed
RTE-CIN-20250115-001,HUB-CIN,DRV-01041,VEH-0025,2025-01-15,20,0,completed
RTE-CMH-20251218-001,HUB-CMH,DRV-01015,VEH-0021,2025-12-18,22,3,partial
RTE-IND-20250321-004,HUB-IND,DRV-01042,VEH-0013,2025-03-21,46,0,completed
RTE-CIN-20250925-001,HUB-CIN,DRV-01019,VEH-0027,2025-09-25,63,0,completed
RTE-IND-20251224-002,HUB-IND,DRV-01006,VEH-0010,2025-12-24,44,0,completed
RTE-CIN-20251222-003,HUB-CIN,DRV-01041,VEH-0020,2025-12-22,30,0,completed
RTE-CHI-20250630-002,HUB-CHI,DRV-01020,VEH-0006,2025-06-30,31,0,completed
RTE-CMH-20250505-004,HUB-CMH,DRV-01036,VEH-0021,2025-05-05,39,0,completed
RTE-CIN-20250131-001,HUB-CIN,DRV-01041,VEH-0020,2025-01-31,40,0,completed
RTE-CHI-20250902-005,HUB-CHI,DRV-01012,VEH-0005,2025-09-02,65,0,completed
RTE-CMH-20250408-002,HUB-CMH,DRV-01001,VEH-0033,2025-04-08,18,0,completed
RTE-CIN-20250205-001,HUB-CIN,DRV-01026,VEH-0027,2025-02-05,37,0,completed
RTE-DET-20250602-002,HUB-DET,DRV-01046,VEH-0029,2025-06-02,36,0,completed
RTE-IND-20251119-001,HUB-IND,DRV-01031,VEH-0017,2025-11-19,57,5,partial
RTE-DET-20250707-003,HUB-DET,DRV-01021,VEH-0011,2025-07-07,53,0,completed
RTE-CIN-20250715-003,HUB-CIN,DRV-01008,VEH-0032,2025-07-15,26,0,completed
RTE-CMH-20251205-002,HUB-CMH,DRV-01040,VEH-0007,2025-12-05,39,0,completed
RTE-CMH-20250516-003,HUB-CMH,DRV-01043,VEH-0003,2025-05-16,65,0,completed
RTE-IND-20250708-004,HUB-IND,DRV-01045,VEH-0009,2025-07-08,59,0,completed
RTE-CHI-20250206-001,HUB-CHI,DRV-01035,VEH-0037,2025-02-06,46,0,completed
RTE-CIN-20251127-002,HUB-CIN,DRV-01002,VEH-0036,2025-11-27,59,0,completed
RTE-CMH-20250516-004,HUB-CMH,DRV-01040,VEH-0028,2025-05-16,54,0,completed
RTE-CMH-20250905-003,HUB-CMH,DRV-01013,VEH-0012,2025-09-05,45,0,completed
RTE-IND-20250329-001,HUB-IND,DRV-01032,VEH-0017,2025-03-29,27,2,completed
RTE-CMH-20250728-003,HUB-CMH,DRV-01015,VEH-0012,2025-07-28,37,0,completed
RTE-CHI-20251223-003,HUB-CHI,DRV-01047,VEH-0004,2025-12-23,40,6,partial
RTE-CMH-20250303-003,HUB-CMH,DRV-01036,VEH-0003,2025-03-03,39,0,completed
RTE-CIN-20250730-003,HUB-CIN,DRV-01019,VEH-0032,2025-07-30,19,0,completed
RTE-CHI-20250209-002,HUB-CHI,DRV-01011,VEH-0019,2025-02-09,28,0,completed
RTE-IND-20250725-004,HUB-IND,DRV-01188,VEH-0010,2025-07-25,46,0,completed
RTE-IND-20250715-004,HUB-IND,DRV-01033,VEH-0009,2025-07-15,50,0,completed
RTE-CMH-20250430-003,HUB-CMH,DRV-01028,VEH-0001,2025-04-30,47,0,completed
RTE-CMH-20250121-003,HUB-CMH,DRV-01040,VEH-0001,2025-01-21,24,3,completed
RTE-IND-20251107-003,HUB-IND,DRV-01031,VEH-0008,2025-11-07,25,0,completed
RTE-IND-20250904-002,HUB-IND,DRV-01006,VEH-0008,2025-09-04,35,0,completed
RTE-CMH-20250205-002,HUB-CMH,DRV-01039,VEH-0001,2025-02-05,46,2,partial
RTE-CHI-20250531-001,HUB-CHI,DRV-01005,VEH-0014,2025-05-31,54,0,completed
RTE-DET-20250109-003,HUB-DET,DRV-01021,VEH-0011,2025-01-09,34,1,completed
RTE-IND-20250121-001,HUB-IND,DRV-01032,VEH-0008,2025-01-21,19,0,completed
RTE-CMH-20250709-005,HUB-CMH,DRV-01013,VEH-0003,2025-07-09,41,0,completed
RTE-CMH-20250612-002,HUB-CMH,DRV-01018,VEH-0031,2025-06-12,18,0,completed
RTE-IND-20250816-001,HUB-IND,DRV-01024,VEH-0010,2025-08-16,25,0,completed
RTE-IND-20250206-001,HUB-IND,DRV-01045,VEH-0008,2025-02-06,54,0,completed
RTE-DET-20250517-001,HUB-DET,DRV-01022,VEH-0011,2025-05-17,61,0,completed
RTE-CHI-20250625-003,HUB-CHI,DRV-01048,VEH-0037,2025-06-25,25,2,completed
RTE-DET-20250210-003,HUB-DET,DRV-01014,VEH-0029,2025-02-10,24,3,partial
RTE-CMH-20250515-001,HUB-CMH,DRV-01001,VEH-0031,2025-05-15,24,0,completed
RTE-IND-20250804-002,HUB-IND,DRV-01006,VEH-0017,2025-08-04,34,0,completed
RTE-IND-20250612-002,HUB-IND,DRV-01032,VEH-0008,2025-06-12,62,1,completed
RTE-CIN-20250614-003,HUB-CIN,DRV-01038,VEH-0025,2025-06-14,38,0,completed
