note_id,route_id,driver_id,hub_id,timestamp,exception_type,body
DN-100229,RTE-CHI-20250311-002,DRV-01005,HUB-CHI,2025-03-11T18:33:00,access,"[03/11 18:33] RTE-CHI-20250311-002 / DRV-01005 @ CHI
Dock closed early. 1 LTL stops could not unload. Rescheduling AM."
DN-100230,RTE-CHI-20250204-001,DRV-01035,HUB-CHI,2025-02-04T12:49:00,weather,"[02/04 12:49] RTE-CHI-20250204-001 / DRV-01035 @ CHI
Freezing rain. Driver DRV-01035 pulled early for safety. 5 stops rolled to tomorrow."
DN-100231,RTE-IND-20250221-001,DRV-01045,HUB-IND,2025-02-21T09:48:00,weather,"[02/21 09:48] RTE-IND-20250221-001 / DRV-01045 @ IND
Freezing rain. Driver DRV-01045 pulled early for safety. 4 stops rolled to tomorrow."
DN-100232,RTE-DET-20251125-001,DRV-01046,HUB-DET,2025-11-25T14:38:00,address,"[11/25 14:38] RTE-DET-20251125-001 / DRV-01046 @ DET
Suite # missing, 6 stops undeliverable. Contacting account for update."
DN-100233,RTE-CIN-20250912-001,DRV-01034,HUB-CIN,2025-09-12T08:22:00,volume,"[09/12 08:22] RTE-CIN-20250912-001 / DRV-01034 @ CIN
Peak volume, truck full. 2 pkgs bumped to overflow route."
DN-100234,RTE-DET-20250313-001,DRV-01046,HUB-DET,2025-03-13T14:33:00,address,"[03/13 14:33] RTE-DET-20250313-001 / DRV-01046 @ DET
Suite # missing, 3 stops undeliverable. Contacting account for update."
DN-100235,RTE-IND-20251209-002,DRV-01188,HUB-IND,2025-12-09T07:00:00,traffic,"[12/09 07:00] RTE-IND-20251209-002 / DRV-01188 @ IND
I-74 closure, major backup. ETA +90m. 1 stops missed cutoff."
DN-100236,RTE-CIN-20250113-002,DRV-01002,HUB-CIN,2025-01-13T19:16:00,volume,"[01/13 19:16] RTE-CIN-20250113-002 / DRV-01002 @ CIN
Peak volume, truck full. 3 pkgs bumped to overflow route."
DN-100237,RTE-CMH-20250102-002,DRV-01028,HUB-CMH,2025-01-02T13:11:00,mechanical,"[01/02 13:11] RTE-CMH-20250102-002 / DRV-01028 @ CMH
Liftgate fault mid-route. DRV-01028 completed 25 stops manual, 6 deferred. VEH flagged for shop."
DN-100238,RTE-CHI-20250203-002,DRV-01035,HUB-CHI,2025-02-03T15:53:00,weather,"[02/03 15:53] RTE-CHI-20250203-002 / DRV-01035 @ CHI
Freezing rain. Driver DRV-01035 pulled early for safety. 4 stops rolled to tomorrow."
DN-100239,RTE-CHI-20250226-001,DRV-01047,HUB-CHI,2025-02-26T07:27:00,traffic,"[02/26 07:27] RTE-CHI-20250226-001 / DRV-01047 @ CHI
I-94 closure, major backup. ETA +90m. 6 stops missed cutoff."
DN-100240,RTE-CIN-20250203-003,DRV-01023,HUB-CIN,2025-02-03T16:27:00,traffic,"[02/03 16:27] RTE-CIN-20250203-003 / DRV-01023 @ CIN
Accident on route, detour added. 1 DEL slipped past commit."
DN-100241,RTE-CIN-20251204-001,DRV-01034,HUB-CIN,2025-12-04T13:01:00,weather,"[12/04 13:01] RTE-CIN-20251204-001 / DRV-01034 @ CIN
Whiteout conditions Cincinnati. Held 3 pkgs at hub, road closures on the north loop. POD delayed."
DN-100242,RTE-CHI-20250623-003,DRV-01012,HUB-CHI,2025-06-23T18:58:00,address,"[06/23 18:58] RTE-CHI-20250623-003 / DRV-01012 @ CHI
Suite # missing, 3 stops undeliverable. Contacting account for update."
DN-100243,RTE-IND-20251031-002,DRV-01032,HUB-IND,2025-10-31T13:37:00,access,"[10/31 13:37] RTE-IND-20251031-002 / DRV-01032 @ IND
Dock closed early. 3 LTL stops could not unload. Rescheduling AM."
DN-100244,RTE-CHI-20250130-001,DRV-01047,HUB-CHI,2025-01-30T18:21:00,traffic,"[01/30 18:21] RTE-CHI-20250130-001 / DRV-01047 @ CHI
I-74 closure, major backup. ETA +90m. 4 stops missed cutoff."
DN-100245,RTE-CHI-20251106-006,DRV-01007,HUB-CHI,2025-11-06T17:07:00,weather,"[11/06 17:07] RTE-CHI-20251106-006 / DRV-01007 @ CHI
Freezing rain. Driver DRV-01007 pulled early for safety. 5 stops rolled to tomorrow."
DN-100246,RTE-CMH-20250102-004,DRV-01015,HUB-CMH,2025-01-02T12:46:00,volume,"[01/02 12:46] RTE-CMH-20250102-004 / DRV-01015 @ CMH
Overloaded manifest, 62 stops assigned. 5 could not be completed in service window."
DN-100247,RTE-CMH-20251001-001,DRV-01009,HUB-CMH,2025-10-01T09:38:00,mechanical,"[10/01 09:38] RTE-CMH-20251001-001 / DRV-01009 @ CMH
Liftgate fault mid-route. DRV-01009 completed 41 stops manual, 2 deferred. VEH flagged for shop."
DN-100248,RTE-CHI-20250422-001,DRV-01048,HUB-CHI,2025-04-22T17:31:00,traffic,"[04/22 17:31] RTE-CHI-20250422-001 / DRV-01048 @ CHI
Accident on route, detour added. 1 DEL slipped past commit."
DN-100249,RTE-CIN-20250505-001,DRV-01023,HUB-CIN,2025-05-05T16:41:00,customer_nsf,"[05/05 16:41] RTE-CIN-20250505-001 / DRV-01023 @ CIN
Consignee refused delivery the stop. Return to hub initiated."
DN-100250,RTE-IND-20251213-001,DRV-01031,HUB-IND,2025-12-13T14:28:00,mechanical,"[12/13 14:28] RTE-IND-20251213-001 / DRV-01031 @ IND
Check-engine light, reduced power. Swapped to spare, 2 stops late."
DN-100251,RTE-IND-20250122-003,DRV-01033,HUB-IND,2025-01-22T08:19:00,access,"[01/22 08:19] RTE-IND-20250122-003 / DRV-01033 @ IND
Dock closed early. 2 LTL stops could not unload. Rescheduling AM."
DN-100252,RTE-CHI-20251105-001,DRV-01005,HUB-CHI,2025-11-05T11:04:00,access,"[11/05 11:04] RTE-CHI-20251105-001 / DRV-01005 @ CHI
Gate locked at delivery, no answer. ATT x2. the stop left as NSF, reattempt scheduled."
DN-100253,RTE-CHI-20251123-001,DRV-01017,HUB-CHI,2025-11-23T16:35:00,access,"[11/23 16:35] RTE-CHI-20251123-001 / DRV-01017 @ CHI
Gate locked at delivery, no answer. ATT x2. the stop left as NSF, reattempt scheduled."
DN-100254,RTE-DET-20250709-007,DRV-01021,HUB-DET,2025-07-09T10:20:00,address,"[07/09 10:20] RTE-DET-20250709-007 / DRV-01021 @ DET
Suite # missing, 3 stops undeliverable. Contacting account for update."
DN-100255,RTE-CMH-20251230-001,DRV-01013,HUB-CMH,2025-12-30T08:51:00,weather,"[12/30 08:51] RTE-CMH-20251230-001 / DRV-01013 @ CMH
Whiteout conditions Columbus. Held 2 pkgs at hub, road closures on the north loop. POD delayed."
DN-100256,RTE-IND-20250221-001,DRV-01045,HUB-IND,2025-02-21T07:15:00,address,"[02/21 07:15] RTE-IND-20250221-001 / DRV-01045 @ IND
Suite # missing, 4 stops undeliverable. Contacting account for update."
DN-100257,RTE-DET-20251125-003,DRV-01021,HUB-DET,2025-11-25T12:58:00,weather,"[11/25 12:58] RTE-DET-20251125-003 / DRV-01021 @ DET
Whiteout conditions Detroit. Held 3 pkgs at hub, road closures on the north loop. POD delayed."
DN-100258,RTE-CHI-20250106-002,DRV-01035,HUB-CHI,2025-01-06T16:03:00,access,"[01/06 16:03] RTE-CHI-20250106-002 / DRV-01035 @ CHI
Dock closed early. 5 LTL stops could not unload. Rescheduling AM."
DN-100259,RTE-IND-20250126-001,DRV-01042,HUB-IND,2025-01-26T13:18:00,customer_nsf,"[01/26 13:18] RTE-IND-20250126-001 / DRV-01042 @ IND
Consignee refused delivery the stop. Return to hub initiated."
DN-100260,RTE-CIN-20250101-003,DRV-01002,HUB-CIN,2025-01-01T16:55:00,traffic,"[01/01 16:55] RTE-CIN-20250101-003 / DRV-01002 @ CIN
I-74 closure, major backup. ETA +90m. 1 stops missed cutoff."
DN-100261,RTE-IND-20250214-001,DRV-01045,HUB-IND,2025-02-14T12:19:00,address,"[02/14 12:19] RTE-IND-20250214-001 / DRV-01045 @ IND
Suite # missing, 4 stops undeliverable. Contacting account for update."
DN-100262,RTE-CHI-20251123-001,DRV-01017,HUB-CHI,2025-11-23T11:35:00,traffic,"[11/23 11:35] RTE-CHI-20251123-001 / DRV-01017 @ CHI
Accident on route, detour added. 5 DEL slipped past commit."
DN-100263,RTE-IND-20251204-005,DRV-01031,HUB-IND,2025-12-04T17:44:00,volume,"[12/04 17:44] RTE-IND-20251204-005 / DRV-01031 @ IND
Overloaded manifest, 57 stops assigned. 1 could not be completed in service window."
DN-100264,RTE-IND-20251202-003,DRV-01024,HUB-IND,2025-12-02T07:23:00,mechanical,"[12/02 07:23] RTE-IND-20251202-003 / DRV-01024 @ IND
Check-engine light, reduced power. Swapped to spare, 2 stops late."
DN-100265,RTE-CIN-20251202-001,DRV-01008,HUB-CIN,2025-12-02T19:31:00,access,"[12/02 19:31] RTE-CIN-20251202-001 / DRV-01008 @ CIN
Gate locked at delivery, no answer. ATT x2. the stop left as NSF, reattempt scheduled."
DN-100266,RTE-CIN-20251214-001,DRV-01038,HUB-CIN,2025-12-14T11:54:00,weather,"[12/14 11:54] RTE-CIN-20251214-001 / DRV-01038 @ CIN
Snow/ice on route. 53 stops ATT, 2 DEL to next day. Salt trucks late. ETA slippage all afternoon."
DN-100267,RTE-CIN-20251229-001,DRV-01025,HUB-CIN,2025-12-29T15:02:00,volume,"[12/29 15:02] RTE-CIN-20251229-001 / DRV-01025 @ CIN
Peak volume, truck full. 6 pkgs bumped to overflow route."
DN-100268,RTE-CHI-20251107-002,DRV-01020,HUB-CHI,2025-11-07T09:11:00,access,"[11/07 09:11] RTE-CHI-20251107-002 / DRV-01020 @ CHI
Gate locked at delivery, no answer. ATT x2. the stop left as NSF, reattempt scheduled."
DN-100269,RTE-CMH-20250414-002,DRV-01013,HUB-CMH,2025-04-14T17:46:00,customer_nsf,"[04/14 17:46] RTE-CMH-20250414-002 / DRV-01013 @ CMH
the stop NSF - business closed. ATT 1440. Reattempt next biz day."
DN-100270,RTE-CMH-20251218-002,DRV-01036,HUB-CMH,2025-12-18T19:28:00,volume,"[12/18 19:28] RTE-CMH-20251218-002 / DRV-01036 @ CMH
Overloaded manifest, 27 stops assigned. 5 could not be completed in service window."
DN-100271,RTE-CMH-20250115-003,DRV-01016,HUB-CMH,2025-01-15T19:30:00,traffic,"[01/15 19:30] RTE-CMH-20250115-003 / DRV-01016 @ CMH
I-74 closure, major backup. ETA +90m. 6 stops missed cutoff."
DN-100272,RTE-CMH-20250319-003,DRV-01039,HUB-CMH,2025-03-19T14:29:00,address,"[03/19 14:29] RTE-CMH-20250319-003 / DRV-01039 @ CMH
Suite # missing, 2 stops undeliverable. Contacting account for update."
DN-100273,RTE-IND-20250602-001,DRV-01033,HUB-IND,2025-06-02T09:52:00,customer_nsf,"[06/02 09:52] RTE-IND-20250602-001 / DRV-01033 @ IND
the stop NSF - business closed. ATT 1440. Reattempt next biz day."
DN-100274,RTE-CMH-20250225-002,DRV-01010,HUB-CMH,2025-02-25T17:30:00,weather,"[02/25 17:30] RTE-CMH-20250225-002 / DRV-01010 @ CMH
Whiteout conditions Columbus. Held 3 pkgs at hub, road closures on the north loop. POD delayed."
DN-100275,RTE-CMH-20251209-002,DRV-01010,HUB-CMH,2025-12-09T15:54:00,address,"[12/09 15:54] RTE-CMH-20251209-002 / DRV-01010 @ CMH
Bad address on SHP-202512-000438. Geocode off by ~3mi. Held for dispatch correction."
DN-100276,RTE-CMH-20250110-004,DRV-01030,HUB-CMH,2025-01-10T13:05:00,mechanical,"[01/10 13:05] RTE-CMH-20250110-004 / DRV-01030 @ CMH
Liftgate fault mid-route. DRV-01030 completed 56 stops manual, 5 deferred. VEH flagged for shop."
DN-100277,RTE-CMH-20250729-003,DRV-01043,HUB-CMH,2025-07-29T13:03:00,traffic,"[07/29 13:03] RTE-CMH-20250729-003 / DRV-01043 @ CMH
Accident on route, detour added. 3 DEL slipped past commit."
DN-100278,RTE-CMH-20250203-002,DRV-01044,HUB-CMH,2025-02-03T08:23:00,access,"[02/03 08:23] RTE-CMH-20250203-002 / DRV-01044 @ CMH
Gate locked at delivery, no answer. ATT x2. the stop left as NSF, reattempt scheduled."
DN-100279,RTE-IND-20251202-002,DRV-01032,HUB-IND,2025-12-02T18:41:00,weather,"[12/02 18:41] RTE-IND-20251202-002 / DRV-01032 @ IND
Whiteout conditions Indianapolis. Held 5 pkgs at hub, road closures on the north loop. POD delayed."
DN-100280,RTE-CMH-20251113-001,DRV-01013,HUB-CMH,2025-11-13T14:44:00,weather,"[11/13 14:44] RTE-CMH-20251113-001 / DRV-01013 @ CMH
Snow/ice on route. 50 stops ATT, 3 DEL to next day. Salt trucks late. ETA slippage all afternoon."
DN-100281,RTE-CHI-20250518-001,DRV-01017,HUB-CHI,2025-05-18T08:01:00,address,"[05/18 08:01] RTE-CHI-20250518-001 / DRV-01017 @ CHI
Suite # missing, 1 stops undeliverable. Contacting account for update."
DN-100282,RTE-CHI-20251219-004,DRV-01011,HUB-CHI,2025-12-19T18:38:00,customer_nsf,"[12/19 18:38] RTE-CHI-20251219-004 / DRV-01011 @ CHI
the stop NSF - business closed. ATT 1440. Reattempt next biz day."
DN-100283,RTE-CIN-20251209-001,DRV-01019,HUB-CIN,2025-12-09T10:26:00,weather,"[12/09 10:26] RTE-CIN-20251209-001 / DRV-01019 @ CIN
Freezing rain. Driver DRV-01019 pulled early for safety. 5 stops rolled to tomorrow."
DN-100284,RTE-IND-20250404-001,DRV-01045,HUB-IND,2025-04-04T14:38:00,access,"[04/04 14:38] RTE-IND-20250404-001 / DRV-01045 @ IND
Gate locked at delivery, no answer. ATT x2. the stop left as NSF, reattempt scheduled."
DN-100285,RTE-CMH-20250101-003,DRV-01016,HUB-CMH,2025-01-01T09:18:00,weather,"[01/01 09:18] RTE-CMH-20250101-003 / DRV-01016 @ CMH
Whiteout conditions Columbus. Held 2 pkgs at hub, road closures on the north loop. POD delayed."
DN-100286,RTE-CMH-20250717-003,DRV-01028,HUB-CMH,2025-07-17T13:11:00,mechanical,"[07/17 13:11] RTE-CMH-20250717-003 / DRV-01028 @ CMH
Liftgate fault mid-route. DRV-01028 completed 18 stops manual, 2 deferred. VEH flagged for shop."
DN-100287,RTE-CIN-20250217-004,DRV-01029,HUB-CIN,2025-02-17T15:34:00,weather,"[02/17 15:34] RTE-CIN-20250217-004 / DRV-01029 @ CIN
Freezing rain. Driver DRV-01029 pulled early for safety. 2 stops rolled to tomorrow."
DN-100288,RTE-IND-20251119-001,DRV-01031,HUB-IND,2025-11-19T14:02:00,access,"[11/19 14:02] RTE-IND-20251119-001 / DRV-01031 @ IND
Dock closed early. 5 LTL stops could not unload. Rescheduling AM."
DN-100289,RTE-IND-20251217-003,DRV-01188,HUB-IND,2025-12-17T19:04:00,weather,"[12/17 19:04] RTE-IND-20251217-003 / DRV-01188 @ IND
Whiteout conditions Indianapolis. Held 6 pkgs at hub, road closures on the north loop. POD delayed."
DN-100290,RTE-CHI-20250621-001,DRV-01017,HUB-CHI,2025-06-21T19:37:00,address,"[06/21 19:37] RTE-CHI-20250621-001 / DRV-01017 @ CHI
Suite # missing, 3 stops undeliverable. Contacting account for update."
DN-100291,RTE-IND-20251225-001,DRV-01045,HUB-IND,2025-12-25T17:11:00,customer_nsf,"[12/25 17:11] RTE-IND-20251225-001 / DRV-01045 @ IND
Consignee refused delivery the stop. Return to hub initiated."
DN-100292,RTE-CHI-20250101-001,DRV-01007,HUB-CHI,2025-01-01T09:04:00,weather,"[01/01 09:04] RTE-CHI-20250101-001 / DRV-01007 @ CHI
Freezing rain. Driver DRV-01007 pulled early for safety. 3 stops rolled to tomorrow."
DN-100293,RTE-CMH-20250916-001,DRV-01009,HUB-CMH,2025-09-16T19:12:00,mechanical,"[09/16 19:12] RTE-CMH-20250916-001 / DRV-01009 @ CMH
Liftgate fault mid-route. DRV-01009 completed 40 stops manual, 1 deferred. VEH flagged for shop."
DN-100294,RTE-IND-20250221-003,DRV-01045,HUB-IND,2025-02-21T15:30:00,mechanical,"[02/21 15:30] RTE-IND-20250221-003 / DRV-01045 @ IND
Check-engine light, reduced power. Swapped to spare, 6 stops late."
DN-100295,RTE-CIN-20251203-004,DRV-01038,HUB-CIN,2025-12-03T17:21:00,weather,"[12/03 17:21] RTE-CIN-20251203-004 / DRV-01038 @ CIN
Whiteout conditions Cincinnati. Held 3 pkgs at hub, road closures on the north loop. POD delayed."
DN-100296,RTE-IND-20250213-003,DRV-01032,HUB-IND,2025-02-13T13:47:00,mechanical,"[02/13 13:47] RTE-IND-20250213-003 / DRV-01032 @ IND
Check-engine light, reduced power. Swapped to spare, 4 stops late."
DN-100297,RTE-DET-20250306-002,DRV-01046,HUB-DET,2025-03-06T18:31:00,mechanical,"[03/06 18:31] RTE-DET-20250306-002 / DRV-01046 @ DET
Check-engine light, reduced power. Swapped to spare, 2 stops late."
DN-100298,RTE-CHI-20250814-002,DRV-01007,HUB-CHI,2025-08-14T13:05:00,access,"[08/14 13:05] RTE-CHI-20250814-002 / DRV-01007 @ CHI
Dock closed early. 3 LTL stops could not unload. Rescheduling AM."
DN-100299,RTE-DET-20251001-003,DRV-01046,HUB-DET,2025-10-01T11:20:00,mechanical,"[10/01 11:20] RTE-DET-20251001-003 / DRV-01046 @ DET
Liftgate fault mid-route. DRV-01046 completed 23 stops manual, 3 deferred. VEH flagged for shop."
DN-100300,RTE-IND-20250212-001,DRV-01032,HUB-IND,2025-02-12T14:38:00,weather,"[02/12 14:38] RTE-IND-20250212-001 / DRV-01032 @ IND
Freezing rain. Driver DRV-01032 pulled early for safety. 3 stops rolled to tomorrow."
DN-100301,RTE-CHI-20251209-002,DRV-01005,HUB-CHI,2025-12-09T14:02:00,mechanical,"[12/09 14:02] RTE-CHI-20251209-002 / DRV-01005 @ CHI
Check-engine light, reduced power. Swapped to spare, 2 stops late."
DN-100302,RTE-CIN-20251214-001,DRV-01038,HUB-CIN,2025-12-14T19:03:00,weather,"[12/14 19:03] RTE-CIN-20251214-001 / DRV-01038 @ CIN
Snow/ice on route. 53 stops ATT, 2 DEL to next day. Salt trucks late. ETA slippage all afternoon."
DN-100303,RTE-IND-20250117-001,DRV-01031,HUB-IND,2025-01-17T19:47:00,access,"[01/17 19:47] RTE-IND-20250117-001 / DRV-01031 @ IND
Gate locked at delivery, no answer. ATT x2. the stop left as NSF, reattempt scheduled."
DN-100304,RTE-CHI-20250227-002,DRV-01020,HUB-CHI,2025-02-27T19:28:00,customer_nsf,"[02/27 19:28] RTE-CHI-20250227-002 / DRV-01020 @ CHI
the stop NSF - business closed. ATT 1440. Reattempt next biz day."
DN-100305,RTE-IND-20250307-001,DRV-01032,HUB-IND,2025-03-07T12:23:00,volume,"[03/07 12:23] RTE-IND-20250307-001 / DRV-01032 @ IND
Peak volume, truck full. 2 pkgs bumped to overflow route."
DN-100306,RTE-CHI-20251111-001,DRV-01011,HUB-CHI,2025-11-11T14:23:00,weather,"[11/11 14:23] RTE-CHI-20251111-001 / DRV-01011 @ CHI
Whiteout conditions Chicago. Held 5 pkgs at hub, road closures on the north loop. POD delayed."
DN-100307,RTE-CHI-20251130-002,DRV-01007,HUB-CHI,2025-11-30T15:23:00,customer_nsf,"[11/30 15:23] RTE-CHI-20251130-002 / DRV-01007 @ CHI
Consignee refused delivery the stop. Return to hub initiated."
DN-100308,RTE-DET-20251230-003,DRV-01014,HUB-DET,2025-12-30T08:01:00,weather,"[12/30 08:01] RTE-DET-20251230-003 / DRV-01014 @ DET
Freezing rain. Driver DRV-01014 pulled early for safety. 3 stops rolled to tomorrow."
DN-100309,RTE-CHI-20251105-002,DRV-01011,HUB-CHI,2025-11-05T15:07:00,access,"[11/05 15:07] RTE-CHI-20251105-002 / DRV-01011 @ CHI
Dock closed early. 3 LTL stops could not unload. Rescheduling AM."
DN-100310,RTE-IND-20250708-005,DRV-01045,HUB-IND,2025-07-08T16:18:00,mechanical,"[07/08 16:18] RTE-IND-20250708-005 / DRV-01045 @ IND
Check-engine light, reduced power. Swapped to spare, 2 stops late."
DN-100311,RTE-CHI-20250919-001,DRV-01011,HUB-CHI,2025-09-19T14:11:00,traffic,"[09/19 14:11] RTE-CHI-20250919-001 / DRV-01011 @ CHI
Accident on route, detour added. 2 DEL slipped past commit."
DN-100312,RTE-CIN-20250726-003,DRV-01026,HUB-CIN,2025-07-26T12:42:00,traffic,"[07/26 12:42] RTE-CIN-20250726-003 / DRV-01026 @ CIN
Accident on route, detour added. 3 DEL slipped past commit."
DN-100313,RTE-CHI-20250221-001,DRV-01007,HUB-CHI,2025-02-21T11:54:00,customer_nsf,"[02/21 11:54] RTE-CHI-20250221-001 / DRV-01007 @ CHI
the stop NSF - business closed. ATT 1440. Reattempt next biz day."
DN-100314,RTE-CIN-20251219-003,DRV-01025,HUB-CIN,2025-12-19T09:50:00,address,"[12/19 09:50] RTE-CIN-20251219-003 / DRV-01025 @ CIN
Suite # missing, 5 stops undeliverable. Contacting account for update."
DN-100315,RTE-CMH-20251231-001,DRV-01044,HUB-CMH,2025-12-31T19:08:00,traffic,"[12/31 19:08] RTE-CMH-20251231-001 / DRV-01044 @ CMH
I-94 closure, major backup. ETA +90m. 2 stops missed cutoff."
DN-100316,RTE-IND-20251203-001,DRV-01006,HUB-IND,2025-12-03T12:29:00,customer_nsf,"[12/03 12:29] RTE-IND-20251203-001 / DRV-01006 @ IND
the stop NSF - business closed. ATT 1440. Reattempt next biz day."
DN-100317,RTE-CIN-20250411-002,DRV-01027,HUB-CIN,2025-04-11T13:45:00,access,"[04/11 13:45] RTE-CIN-20250411-002 / DRV-01027 @ CIN
Dock closed early. 1 LTL stops could not unload. Rescheduling AM."
DN-100318,RTE-CHI-20250508-002,DRV-01012,HUB-CHI,2025-05-08T16:04:00,customer_nsf,"[05/08 16:04] RTE-CHI-20250508-002 / DRV-01012 @ CHI
the stop NSF - business closed. ATT 1440. Reattempt next biz day."
DN-100319,RTE-CIN-20250209-001,DRV-01041,HUB-CIN,2025-02-09T17:33:00,mechanical,"[02/09 17:33] RTE-CIN-20250209-001 / DRV-01041 @ CIN
Check-engine light, reduced power. Swapped to spare, 6 stops late."
DN-100320,RTE-IND-20250914-001,DRV-01045,HUB-IND,2025-09-14T17:37:00,volume,"[09/14 17:37] RTE-IND-20250914-001 / DRV-01045 @ IND
Overloaded manifest, 44 stops assigned. 1 could not be completed in service window."
DN-100321,RTE-CMH-20251103-001,DRV-01010,HUB-CMH,2025-11-03T07:53:00,traffic,"[11/03 07:53] RTE-CMH-20251103-001 / DRV-01010 @ CMH
I-90 closure, major backup. ETA +90m. 4 stops missed cutoff."
DN-100322,RTE-IND-20251112-001,DRV-01188,HUB-IND,2025-11-12T12:59:00,weather,"[11/12 12:59] RTE-IND-20251112-001 / DRV-01188 @ IND
Freezing rain. Driver DRV-01188 pulled early for safety. 2 stops rolled to tomorrow."
DN-100323,RTE-CMH-20250717-002,DRV-01043,HUB-CMH,2025-07-17T11:54:00,traffic,"[07/17 11:54] RTE-CMH-20250717-002 / DRV-01043 @ CMH
I-74 closure, major backup. ETA +90m. 3 stops missed cutoff."
DN-100324,RTE-CIN-20250207-001,DRV-01029,HUB-CIN,2025-02-07T11:08:00,traffic,"[02/07 11:08] RTE-CIN-20250207-001 / DRV-01029 @ CIN
Accident on route, detour added. 5 DEL slipped past commit."
DN-100325,RTE-CHI-20250218-002,DRV-01035,HUB-CHI,2025-02-18T09:37:00,mechanical,"[02/18 09:37] RTE-CHI-20250218-002 / DRV-01035 @ CHI
Liftgate fault mid-route. DRV-01035 completed 32 stops manual, 5 deferred. VEH flagged for shop."
DN-100326,RTE-CHI-20251209-006,DRV-01035,HUB-CHI,2025-12-09T16:21:00,address,"[12/09 16:21] RTE-CHI-20251209-006 / DRV-01035 @ CHI
Bad address on the stop. Geocode off by ~3mi. Held for dispatch correction."
DN-100327,RTE-IND-20250214-001,DRV-01045,HUB-IND,2025-02-14T19:36:00,traffic,"[02/14 19:36] RTE-IND-20250214-001 / DRV-01045 @ IND
Accident on route, detour added. 4 DEL slipped past commit."
DN-100328,RTE-DET-20251229-001,DRV-01037,HUB-DET,2025-12-29T16:40:00,customer_nsf,"[12/29 16:40] RTE-DET-20251229-001 / DRV-01037 @ DET
the stop NSF - business closed. ATT 1440. Reattempt next biz day."
DN-100329,RTE-CHI-20251128-003,DRV-01047,HUB-CHI,2025-11-28T17:19:00,customer_nsf,"[11/28 17:19] RTE-CHI-20251128-003 / DRV-01047 @ CHI
Consignee refused delivery the stop. Return to hub initiated."
DN-100330,RTE-DET-20251204-002,DRV-01037,HUB-DET,2025-12-04T11:29:00,address,"[12/04 11:29] RTE-DET-20251204-002 / DRV-01037 @ DET
Bad address on the stop. Geocode off by ~3mi. Held for dispatch correction."
DN-100331,RTE-CHI-20250120-001,DRV-01011,HUB-CHI,2025-01-20T14:29:00,mechanical,"[01/20 14:29] RTE-CHI-20250120-001 / DRV-01011 @ CHI
Liftgate fault mid-route. DRV-01011 completed 34 stops manual, 2 deferred. VEH flagged for shop."
DN-100332,RTE-CMH-20251230-004,DRV-01015,HUB-CMH,2025-12-30T18:20:00,weather,"[12/30 18:20] RTE-CMH-20251230-004 / DRV-01015 @ CMH
Freezing rain. Driver DRV-01015 pulled early for safety. 5 stops rolled to tomorrow."
DN-100333,RTE-CIN-20250217-004,DRV-01029,HUB-CIN,2025-02-17T12:32:00,weather,"[02/17 12:32] RTE-CIN-20250217-004 / DRV-01029 @ CIN
Freezing rain. Driver DRV-01029 pulled early for safety. 2 stops rolled to tomorrow."
DN-100334,RTE-IND-20251202-002,DRV-01032,HUB-IND,2025-12-02T11:28:00,mechanical,"[12/02 11:28] RTE-IND-20251202-002 / DRV-01032 @ IND
Liftgate fault mid-route. DRV-01032 completed 47 stops manual, 5 deferred. VEH flagged for shop."
DN-100335,RTE-CHI-20251104-002,DRV-01011,HUB-CHI,2025-11-04T13:55:00,weather,"[11/04 13:55] RTE-CHI-20251104-002 / DRV-01011 @ CHI
Freezing rain. Driver DRV-01011 pulled early for safety. 2 stops rolled to tomorrow."
DN-100336,RTE-CIN-20251117-001,DRV-01023,HUB-CIN,2025-11-17T09:52:00,traffic,"[11/17 09:52] RTE-CIN-20251117-001 / DRV-01023 @ CIN
Accident on route, detour added. 2 DEL slipped past commit."
DN-100337,RTE-CIN-20250526-001,DRV-01038,HUB-CIN,2025-05-26T09:31:00,mechanical,"[05/26 09:31] RTE-CIN-20250526-001 / DRV-01038 @ CIN
Check-engine light, reduced power. Swapped to spare, 3 stops late."
DN-100338,RTE-CIN-20250130-002,DRV-01002,HUB-CIN,2025-01-30T08:25:00,mechanical,"[01/30 08:25] RTE-CIN-20250130-002 / DRV-01002 @ CIN
Check-engine light, reduced power. Swapped to spare, 4 stops late."
DN-100339,RTE-CIN-20250108-002,DRV-01002,HUB-CIN,2025-01-08T07:18:00,access,"[01/08 07:18] RTE-CIN-20250108-002 / DRV-01002 @ CIN
Dock closed early. 3 LTL stops could not unload. Rescheduling AM."
DN-100340,RTE-CMH-20251225-002,DRV-01016,HUB-CMH,2025-12-25T14:18:00,address,"[12/25 14:18] RTE-CMH-20251225-002 / DRV-01016 @ CMH
Bad address on the stop. Geocode off by ~3mi. Held for dispatch correction."
DN-100341,RTE-IND-20250122-001,DRV-01024,HUB-IND,2025-01-22T12:48:00,weather,"[01/22 12:48] RTE-IND-20250122-001 / DRV-01024 @ IND
Whiteout conditions Indianapolis. Held 1 pkgs at hub, road closures on the north loop. POD delayed."
DN-100342,RTE-IND-20250328-001,DRV-01024,HUB-IND,2025-03-28T15:12:00,access,"[03/28 15:12] RTE-IND-20250328-001 / DRV-01024 @ IND
Dock closed early. 3 LTL stops could not unload. Rescheduling AM."
